"recipe_id","recipe_name","recipe_desc","views","recommand","scrap","cooking_serving","level","cooking_time"
6262,돼지불고기, 동네 마트에 돼지불.고기가 엄청 저렴해서  한번 사서 해먹어?더니 맛잇더라구요   주말마다 도와주시러 오시는 친정엄마가 저번주에  드시고 맛잇다고 하셔서 챙겨드릴겸 또 사서 만들어?답니다   평소 아이들 반찬으로 소불고기만 해?엇는데  돼지불고기 양념도 소불과 별반 차이 없어  만들기 쉽더라구요,12434,13,99,4,1,30
6263,홍삼오향장육,수육보쌈용 돼지고기를 이용해서 결코 평범하지않은 보양식 홍삼오향장육을 만들어보았답니다.힘이 불끈 샘솟는 돼지고기요리랍니다.,5516,4,46,3,4,60
6264,소고기숙주볶음,씹는 식감이 좋은 숙주  가늘게 채썬 파채  필러로 얇게 깎은 당근이 고기와 잘 어우러진 볶음 요리입니다.  밥상 위의 메인반찬으로  든든한 술안주로 두루두루 좋아요.,13833,19,140,2,2,30
6265,고추잡채,? 고추기름으로 맛을 낸 고추잡채? ?  주말 잘 보내셨어요? 오늘은 맛있는 고추잡채를 해보려고요!  중국의 주식 중 하나인 만토우!  만토우는 여러 볶음 요리들과 함께 곁들여 먹는 빵으로 한국의 쌀과 같은 주식이라고해요  그게 바로 우리가 알고있는 꽃빵! 이 꽃빵과 제일 잘 어울리는 음식이 바로 고추잡채죠  집들이 음식이나  손님 접대 음식으로 손색없는 고추잡채  중국집에서도 많이 시켜 드시죠? 모든 재료들을 채 썰어 양념장에 볶아주면 되는 손쉬운 요리죠   그럼 고추잡채의 황금레시피는? 사람마다 입맛의 차이는 있겠지만  제가 알려드리죠 그 황금레시피!  짜지도 않고  딱 좋은 양념이예요,20294,26,536,2,1,30
6266,돼지갈비찜,우리돼지 한돈으로 돼지갈비찜을 만들었어요 부들부들 돼지갈비 씹히는 질감이 아주 부드러워요 천연과일 채소를 사용해 단맛을 내었구요 압력솥에 익혀 더 부드러운 돼지갈비찜 어렵지 않아요 맛있게 만들어보세요~,20537,24,232,4,1,60
6267,삼겹살수육,추운날 고생스러운 김장이 기대되는 이유는? 이거지 이거!! 삼겹살수육! 세상의 모든 레시피 만개의레시피,94047,80,509,4,1,60
6268,돼지고기오븐구이,제일 저렴한 돼지앞다리살을 이용해서 근사한 오븐구이를 만들어보세요~크리스마스 파티요리로도 굿이랍니다.,24099,21,387,2,4,60
6269,LA갈비찜,오늘은 식구가 많네요. 힘든 일들이 있어 ... 쉽고 편하게 맛있는것 하기로 맘먹고^^ 다들 좋아 하는 la갈비찜을 해봤습니다. 쉽게쉽게 ㅎ 모두들 맛있게 먹었답니다. 어떻게 했나고요? 양념은 사서 했지요. ㅋ,46293,14,204,6,3,120
6270,조기조림,늘 고기요리만 먹는 라라네 집밥  그러나 이제는 우리 다옴이에게 생선의 영양분을 주어야 겠다는 생각이 들더라구요. 생선을 구워 먹을까? 아님 조림해서 먹을까? 매운탕으로 해서 먹을까 하다가~ 예전에 너무 맛있게 먹언 조림이 생각나서 도전해 보게 되었어요! 사실 생선을 손질하고  양념해서 조림으로 끓인다는데 저한테는 도전이였는데 의외로 맛있게 완성되어서  뿌듯하게 맛있게 먹었던 조기조림을 소개해드리려 합니다. ,63875,43,880,2,1,60
6271,롤,"3대 영양소 모두가 듬뿍 담긴 든든롤까스! 맛도 영양도 놓치지 말고 든든한 한끼 식사로 즐깁시다! 매콤한 소스와의 조화로 이뤄진 입안 속 해피바이러스!",948,0,10,1,1,30
6272,갈비,고기는 구워야한다는 인식에서 벗어나고 싶어서  떠먹는 고기 요리를 만들어 보았습니다.,1653,3,28,2,2,30
6273,파김치갈치조림,매콤 칼칼한 파김치 갈치조림 입니다. 밥숟가락 계량 입니다.,10372,3,135,2,2,60
6274,배추찜,중식의 대가 이연복 사부의 고추기름(라유)만들기와 고추기름을 이용한 알배추찜을 만들어보세요^^,19564,25,440,4,1,30
6275,목살구이,오렌지를 듬뿍 넣어 만든 소스에 구워낸 목살구이요리!!!,4172,3,44,4,1,60
6276,마늘삼겹살구이,마늘을 삼겹살에 듬뿍 발라 구운 돼지고기요리!!!,19595,6,243,2,2,60
6277,부추오삼불고기,오징어와 삼겹살에 부추를 넉넉히 넣어 볶아낸 볶음요리!!!,2993,5,40,4,1,30
6278,삼겹살꼬치구이,평소에도 꼬치를 굉장히 좋아해서 삼겹살꼬치구이를 하기로 했습니다. 양념이나 조리하는 방법은 제 방식대로 자유롭게 조리했습니다.,3018,4,40,5,3,30
6279,돼지고기야채꼬치,오늘은 우리 돼지 한 돈으로 야채와 함께 꼬치를 만들어  양념 발라 프라이팬에 구워주었어요~~~~  얼마 안 있음 크리스마스와 연말에 와인 안주로 도 괜찮고  아이들 간식으로도 괜찮은 돼지고기 양념 꼬치입니다~~~ ,2569,7,60,2,1,30
6280,치즈돈가스,우리집 꼬마들과 함께 우리 한돈으로 맛있는 돈가스를 만들어 보았어요.  피자식빵 만들어 먹고 남은 치즈 넣어 쭉~~욱  고소한 치즈돈가스...는 그야말로 사랑이죠?  연말 손님초대에도 은근 좋겠다 싶은 메뉴랍니다.  치즈돈가스 만들어 볼까요?  ,3626,5,51,3,1,60
6281,돼지고기된장볶음,아이 둘 엄마 품을 떠나고 없고   우리 부부 둘뿐입니다.  그렇다 보니 밥상에는 채소 위주가 되기 쉽습니다.  고기가 먹고 싶다는 남편을 위해  돼지고기 된장 볶음을 만들어 보았습니다.,2408,1,12,2,1,60
6282,고등어김치찜,한국인의 발효식품 일순위인 김치... 식탁위에 빠져서는 안되는 음식 이지요. 오랫동안 묵힌 묵은지에 영양 풍부한 고등어 넣고 만들어 본 고등어김치찜 이랍니다. 밥도둑이란 말이 느무 잘 어울리는 음식으로 다른반찬 필요없이 요거 한뚝배기면 밥한공기 뚝딱 이지요. 쉽고 맛있는 김치요리 만들러 고고씽~~,206782,51,5673,4,1,60
6283,돼지고기버섯잡채,돼지고기와 각종버섯 넣은 잡채입니다. 밥숟가락 계량입니다.,3307,6,36,2,2,30
6284,돼지고기꼬치구이,돼지고기를 좀더 색다르게 먹어볼수는 없을까? 라고 생각해봤어요~ 돼지고기와 파는 뗄래야 뗄수없는 관계~^^ 말아볼까?아니야~식상해... 그럼 말아서 꽂아봐? ~식상해.. 그럼 말아서 꽂아서 구워봐?  그렇게해서 탄생한 돈.파 꼬치구이입니다. 아마 파를 싫어하시는분도 맛있게 드실수 있으실거예요~~?,6175,14,91,2,3,60
6285,돈까스,피카츄돈까스  이거 초딩때 진짜 맨날 분식집 가서 사 먹었었는데  500원이었던 거 같은데 와 초딩때는 세상에서 이게 떡꼬치 다음으로 제일 맛있었는데 말이죠 그때 그맛을 치킨너겟으로 다시 한번 재연해봤습니다  간단한 아이들간식으로 너무 좋은 치킨너겟꼬지 ,32244,22,2549,1,1,15
6286,돼지고기보쌈,안녕하세요. 초이맘이에요^^          돼지고기보쌈          돼지고기앞다리살이지만 이렇게 압력밥솥에 해먹으면 쫀득쫀득 맛도있고  시간도 단축되고 빨리해먹을수 있어 좋아요.  ,25539,10,232,4,1,60
6287,야채어묵말이,그래도 어제는 햇볕이 좋아서 무말랭이 썰어서 말렸더니 아주 잘 마르던데요~~~   요즘 날씨가 갑자기 추워져서 김장 때문에 걱정하시는 분들도 많으시지요!!!  이젠 좋은 김치냉장고가 있어서 출 때까지 기다리지 않고 일찍 김장을 해서   냉장고에서 숙성 시켜서 일 년 내내 맛있는 김치를 먹을 수 있어서 추워도 덜 걱정이 되는 것 같아요~~~ 어묵은 누구나 좋아하는 국민반찬 이지요!~!~!  요즘처럼 날씨가 꾸물될때는 어묵탕들이 인기가 좋지요~~~  오늘은 어묵탕이나 볶음이 아닌 야채 잘 안 먹는 아이들을 위해   야채 넣고 어묵 말이를 해보았어요~~  ,3765,11,53,2,1,30
6288,표고버섯탕수육,표고버섯으로 탕탕탕 탕수육만들기!! 목이 버섯으로 소스를 만들어 탕수육에 옷을 입혔네요. 밤이랑 대추 몸에 좋은 것은 모두 넣어 만든        표고버섯 탕수육!! 모둠 탕수육!!         표고버섯으로 탕탕탕 탕수육만들기!! 목이 버섯으로 소스를 만들어 탕수육에 옷을 입혔네요. 밤이랑 대추 몸에 좋은 것은 모두 넣어 만든        표고버섯 탕수육!! 모둠 탕수육!!  ,12857,6,66,4,1,60
6289,돼지고기김치볶음,돼지고기와 김치만 있으면 푸짐하게 먹을 수 있는 돼지고기 김치볶음 입니다,43660,20,582,2,1,15
6290,콩나물제육볶음,불처럼 즐기는  기름기 적고 얇게 썬 목살을 사다가 콩.나.물 듬뿍 넣은 제육뽀끔을 만들어 봤답니다. 매콤하니 아삭하고 푸짐해서 온집안 식구들이 폭풍흡입하게 되었다는... 삼겹살 같지 않고 기름이 적은 담백한 고기라 느끼하지 않아서 저희 가족에겐 딱이었네요. 간단하게 후다닥 만들 수 있는 초간단 콩나물제육볶음을 만들어 볼께요.,15496,19,179,3,1,30
6291,오리고추장불고기,고추장으로 맛낸 오리불고기 입니다. 밥숟가락 계량입니다.,24928,11,600,2,2,60
6358,돼지고기수육,부위는 삼겹살 목살로 해도 맛있지만  아이가 삶은 고기 비계는 잘 안 먹어서 살코기 많은 앞다리로 했더니 부드럽고  기름도 적당한게 맛있네요 무엇보다 가격이 착하다는점!!,14575,12,159,4,1,60
6292,데리야끼닭안심구이,안녕하세요~불량엄마 소자매마미예요. 불량엄마네 집 근처에 닭꼬치 집이 생겼어요. 유리가 거기에 필이 팍~! 산책 나갈 때마다 사달라고 해요. 닭고기와 가래떡을 끼워파는데 2200원~! 매일 2~3개씩 사 먹으니 이것도 돈이...후덜덜~ 빵글이 이유식 재료로 쟁여놓은 닭 안심이 있어서 집에서 만들어주기로 해요. 데리야키 소스를 만들지 않고 시판용을 썼으니 이건 뭐 날로 먹는 불량 레시피 ㅎㅎㅎ,18211,9,261,3,1,60
6293,등심말이,많이 사용하는 등심을 색다른 방법으로 즐길 수 있는 요리법을 생각해봤습니다 고소한 크림소스가 등심의 맛을 올려주며 자칫 느끼할 수 있는 맛을 오렌지 소스의  새콤한 맛으로 잡아 남녀노소 집에서도 즐길 수 있는 고품격 요리입니다,911,3,8,1,2,15
6294,삼겹살김치롤찜,고소한 삼겹살에 매콤한 김치를 돌돌~ 맛이 없을 수가 없는 조합bb 세상의 모든 레시피 만개의레시피,53906,189,936,4,1,60
6295,스테이크,사과생강소스를 곁들인 항정살 수육 스테이크입니다. 일상속에서 간단한 레시피로 특별한 요리를 즐겨보세요!,3680,4,48,1,1,30
6296,떡갈비,채소를 잘 안먹고 편식하는 아이들에게 어떻게 하면 맛있게 채소를 먹일 수 있을까 생각했습니다. 그래서 부드럽고 맛있어서 아이들이 좋아하는 떡갈비를 채소와 합치면 좋겠다고 생각하여 이 요리를 만들게 되었습니다. 다양한 색깔 채소를 사용하기 때문에 다양한 영양소와 비타민을 섭취할 수 있습니다.,3585,3,63,3,2,60
6297,등심묵은지찜,돈까스 많이 해 먹는 등심으로 묵은지찜 만들어요 기름기가 적어서 담백하게 즐길 수 있지요 ,1770,0,15,3,1,60
6298,돼지고기콩줄기볶음,우리 농가에서 키운 돼지고기로 간단하게 만들 수 있는 중화풍으로 볶은 돼지고기 콩줄기볶음입니다,3849,0,51,2,1,15
6299,돼지고기마늘꼬치구이,우리돼지 한돈 앞다리살을 사용해 마늘 대파를 끼워 꼬치에 끼워 그릴팬에 구웠어요 구워만 먹어도 맛나지요 오늘은 간단한 소스를 만들어 발랐는데요 술안주에도 딱일듯하네요~ 대파와 마늘은 끓는물에 살짝데쳐 사용해서 맵지가 않아 아이들도 좋아할듯해요 돼기고기 마늘 꼬치구이 만들기입니다~,20250,30,722,2,1,30
6300,항정살찜,건강에도 좋고 맛도 좋은 찜요리  가끔 별미로 즐겨 먹는 항정살찜과 대파무침 대파한단사면 대파 좀 넉넉할때 대파 를 쪄서 된장을 넣고 무침을 하고 항정살을 쪄서 함께 곁들여 먹으면 정말 맛있답니다 한번 해 보세요 ,8503,5,73,2,1,15
6301,돼지고기안심튀김,요즘 김장철이라 우리 한돈 가격이 초저렴  이럴때 많이 먹어줘야한다죠?  김장김치랑 푹삶은 수육도 맛있지만 울 아이들은 수육보다는  안심으로 튀겨낸 안심 튀김을 더 좋아한답니다.  탕수육소스를 만들어 올리면 바로 탕수육으로 변신 완료되는  안심튀김... 우리집은 토마토케찹에 콕 찍어서 먹어요.!  특히  안심은 철분 성분이 많아 성장기 아이들이나 노인에게 좋은 식품랍니다. ,8688,4,100,4,1,60
6302,돼지고기표고버섯조림,표고버섯은 버섯 자체만으로도 정말 맛있는 향과 맛을 느낄 수 있는데요   돼지고기를 더해 별미 반찬으로 만들어 보았어요.  ,6091,18,194,3,2,30
6303,순대,진짜 순대가 아닌 돼지고기가 피가 되는 순대를 만들어 보았어요.  만두 같기도 하고 순대 같기도 해요. ^^,2735,4,53,3,2,60
6304,돼지고기두부스테이크,우리돼지 한돈으로 두부 스테이크를 만들었어요 돼지고기는 다짐육을 사용해 두부와 채소를 넣고 구운 건강한 먹거리 스테이크인데요 맛나게 구워 상에 올리니 근사한 스테이크가 만들어 졌어요~ 오늘은 가족이 모여 스테이크 한번 맛나게 먹었어요~^^,33798,34,1451,3,1,60
6305,칠절판,연습했어요^-^,4362,5,39,3,3,60
6306,연어데리야끼,연어의 담백한 맛에 짭쪼름~ 달큰~한 데리야끼소스가 참 잘 어울리는 맛의 [연어 데리야끼] 입니다.,6060,18,167,3,1,60
6307,굴비조림,굴비가 두개밖에없어서 육수만들어 조림으로 만들어봤어요 ~,9300,9,154,2,1,30
6308,순대볶음,순대볶을을 해서 깻잎에 싸 먹으니 그또한 별미네요. 매콤하니 볶아 맛나게 먹었답니다.,2150,4,34,3,1,30
6309,시래기고등어조림,양구시래기로 부들부들한 맛에 자꾸 시래기요리를 하게 되는 저에요.  이번엔 시래기 고등어조림을 해봤어요.  무도 맛있지만 시래기로 하면 그 특유의 향이 더 조화가 좋더라구요.  맛있어요. 한번 해보세요~  저는 자반고등어가 있어서 염도좀 빼고 했답니다.  생물로 해드시면 더 맛있겠죠? ,10685,12,115,3,2,30
6310,닭다리스테이크,지난번 집밥 백선생 콘서트를 했었죠! 저도 신청했었는데 똑 떨어지고 말았네요~ 아쉽아쉽 보다가 속상하긴 했지만 그래도 정말 좋은 시간이었을듯! 중간 중간 어머님이 짜다라는 평을 하셨는데 극히 공감 ㅎㅎㅎ(뭐 아실분들은 다 아실테지만요) 그럼 닭다리 스테이크 만들기 시작할께요.,21071,15,534,4,3,60
6311,갓김치고등어조림,고등어와 갓김치의 만남 그 만남은 우연이 아니었네요~~~  큼직하고 살이 통통한 고등어에 시큼시큼한 갓김치를 넣어 조림을 했더니  이렇게 맛있을 수가 있을까요~~~  갓김치 넣어 고등어조림 처음이거든요~~~  너무 익어서 처치 곤란이던 갓김치를 고등어조림에 넣었더니 시래가 넣어 고등어조림보다 못지않네요~~~     먹으면 먹을수록 중독되는 고등어조림입니다~~~    ,15009,8,255,4,1,30
6312,LA갈비,갈비는 뜯는 맛! 씹는 맛! 이지만  치아가 안 좋으신 노인분들이나 아이들이 먹기엔 부드러운 것이 더 좋은것 같아서 부드럽게 맛나게 먹을 수 있는 'LA갈비'를 만들어 봤습니다.,6068,7,49,4,1,60
6313,고등어튀김,저렴한 통조림 고등어 어떻게 먹지? 잘 못하면 비릿할 수 있는 통조림 고등어. 튀겨먹으면 비린내 싹.~! 바삭하고 담백해요. 사다두면 장 못 본날 비상용 반찬으로 그만 이랍니다.ㅎ,9177,2,102,2,1,15
6314,꽁치간장조림,저렴한 꽁치캔 어떻게 해먹지? 약간 극혐(?)하시는 분들도 한번 맛보면 어맛>_< 하실꺼에요.ㅎ 꽁치캔의 대 변신.~!! 꽈리고추와 잘 어울리는 꽁치간장조림이에요. ,13366,14,270,2,1,30
6359,수육삶기,김장하는 날 빠질 수 없는 맛있는 수육입니다:),4783,5,36,4,1,60
7458,치즈순대,치즈와 순대의 조합이란!? 어떤 맛일지 궁금하지 않나용♥  세상의 모든 레시피 만개의레시피,17878,29,333,4,2,30
6315,훈제오리두부샌드,훈제오리로 두부샌드 만들어 봐요  아이들은 같은 재료를 사용해도 늘 조금씩 변화를 줘야 잘 먹는 것 같아요 특히 울 아들은 그런데요 뭐든 손이 많이가야 비로소 맛나게 먹어 줍니다 ㅎㅎ ,1336,1,48,3,1,15
6316,가오리찜,안녕하세요. 초이맘이에요^^  생선 주문하면서 가오리도 주문했어요.  냉동실에 넣어 놨던 가오리를 이제야 찜을 만들어 먹게 되어 이렇게 소개하게 되었어요. 한번 만들어 볼까요?!! 초 이맘은 가오라 찜 이렇게 만들어 먹었더니  이렇게 맛있을 수가~~~ ,21408,1,104,5,1,60
6317,꽁치조림,생강이 들어간 데리야끼풍의 소스가 과하지 않게 들어간 일본식 꽁치조림이예요.전분가루를 한번 입혀 노릇하게 튀겨내 겉은 바삭하고 속은 촉촉~한 맛있는 꽁치조림강정같은 느낌도 나는 것 같지만 더 촉촉하답니다. 꽁치는 다른 생선에 비해 비린내가 강해 잡내를 없애기 힘든데요.캔꽁치는 고압으로 한번 익혀낸거라 비린맛없이 고소하고 뼈채로 씹어먹을 수 있어 좋아요.맛있는 RECIPE -,2426,3,52,2,1,30
6318,닭간장조림,집에서도 짭쪼롬한 닭 파프리카조림,5364,6,103,2,1,30
6319,무전,텃밭에 농사지은 무로 전을 만들었는데요 달큰하고 살캉하니 맛나요~ 김장하고 남은 무로 전 부쳐보세요 생각한것보다 맛이 좋네요~ ,2236,1,30,4,1,30
6320,바지락찜,찬바람에 몸이 으슬으슬하다면  짭짤고소한 바지락 살 한 점에 따땃한 사케 한모금♥ 세상의 모든 레시피 만개의레시피,12934,27,265,4,1,30
6321,순대볶음,급~ 순대볶음이 먹고 싶어  초간단하게 휘리릭~ 볶았어요 간단하게 만들어 푸짐하게 먹을수 있어 좋아요 순대를 튀기듯 구워 식감이 더 맛난것 같아요   ,5005,10,79,3,1,10
6322,표고버섯연어전,간단하게 먹을 수 있는 표고버섯 연어전입니다,1179,1,15,4,1,30
6323,실곤약어묵잡채,보통은 당면 많이 넣고 잡채를 만들죠. 저도 당면을 좋아해요. 하지만 남게 되어서 냉장고에 넣어두면 불어서는 땡땡해져 있는 잡채를 보게 되지요. 그것을 아무리 렌즈에 돌리고 아니면 팬에 다시 볶아도 처음맛이 나오지 않더라구요. 하지만!!!! 여기서 잠깐!!!! 오늘의 사진 퀄리티는 엉망입니다. 높은 온도에서 재빠르게 볶아내면서 사진을 찍으려다보니 정신없어서 렌즈에 서리가 낀것도 모르고 찍었어요.,6277,9,152,4,1,30
6324,버섯두부조림,간장양념 버섯두부조림 입니다. 밥숟가락 계량입니다.,17140,52,485,2,2,30
6325,홍합전,살만 쏙쏙 발라내서 반죽에 퐁당~ 지글지글 구워주면 홍합탕 못지 않은 술안주 완성! 세상의 모든 레시피 만개의레시피,10649,8,171,2,1,30
6326,연어데리야끼구이,노릇노릇 제대로 구워진 연어를 짭짤달달한 데리야끼소스에 촉촉하게 적셔먹으면 행.벅♥ 세상의 모든 레시피 만개의레시피,94720,55,1071,2,1,30
6327,돼지고기떡갈비,떡은 떡이고 갈비는 갈비지만 떡갈비는 사랑이구나 ,8272,7,112,2,2,15
6328,수삼떡갈비,호랑이 기운이 불끈 솟는 몸에 좋은 수삼과 질 좋고 맛있는  한우 갈빗살이 만난 수삼 떡갈비입니다. 수삼의 잔뿌리 한가닥 한가닥까지 세심하게 살리고 펼쳐서 나뭇가지 인양 모양을 만들고 꽃대추와 호박씨로 장식을 했더니 너무 예뻐서 먹기 아까울 정도였어요~^^ 잣가루까지 살짝 뿌려주면 고급스러운 맛이 한층 업그레이드 되어 초대요리로도 그만이랍니다. 눈으로 먼저 즐기고 맛으로 두 번 즐기는 맛있는 수삼 떡갈비~ 한 입만 먹어도 기운이 불끈날겁니다~^^*,5664,12,113,3,2,30
6329,갈치조림,비린내에 민감한지라.. 결혼전 생선은 절대 요리 안하리라 햇는데  영감과 아이들이 좋아라해서 어쩔 수 없이  생 선요리를 조금씩 하고 잇어요 ㅎ   뭐 요.리라기 보다는 비.린내가 최대한 덜 나는 구이를  늘 해주곤 햇는데 이번엔 뭔 도전정신이 생긴건지 조림을 해보고 싶더라구요   첫 도전이라 여러 레시피를 보고 실패걱정 없는  백주부님의 레.시피를 선택햇답니다  제일 중요한 비!린!내! 잡는 비결로는 쌀뜬물을 사용햇는데  추가로 된장과 후춧가루  다진생강으로 더 신경써서 잡아?어요 ㅎ,502831,121,1475,4,1,60
6330,대패삼겹살불고기,냉동 대패삼겹살을 이용해서 뭐 그냥 구워 먹던지 아니면 간장소스에 찍어가면서 구워 먹던지 여러가지 방법이 있는데 그냥 아주 간단하게 마늘과 청주를 가지고 밑간을 해서 바로바로 구워서 먹는 파불고기를 만들어 보죠. 마늘양념이면 충분해요!!!,6426,8,68,3,1,30
6331,골뱅이오이무침,매콤새콤하게 무친 골뱅이무침 입니다. 밥숟가락 계량입니다.,11063,13,128,2,2,15
6332,수삼배추전,날씨가 추웠다풀렸다 환절기 같은 느낌이 드는 12월 첫주입니다~  주말 잘 보내고 계신가요?     얼마전 김장하고 남은 배추를 가져다가 어제 배추전을 해 먹었지요  배추자체가 고소해서인지 아주 맛나더라구요  배추전은 많이들 해드시는데요.. 수삼이랑 대추를 넣어 보양식 수삼배추전 만들었어요  수삼의 쓴맛도 나지 않으면서 전으로 만드니 아주 담백하니 자꾸 먹고싶어지더라구요     오늘같이 꾸물한날 만들어드시면 좋을거 같아요  ,1208,1,11,2,1,30
6333,렌틸콩빈대떡,빈대떡이라는 것은 한번도 안 먹어봤지만 ㅎㅏ도 사람들이 광장시장 빈대떡 빈대떡 하길래ㅠㅠ 볼리비아에서 먹을 수 없는 서러움을 녹두 대신 렌틸콩으로 빈대떡을 해먹어야지 시도를 하며 맹글어 보게 되었습니다.,2919,0,34,3,2,60
6334,김치렌틸콩빈대떡,렌틸콩이 남아있어서 한번 더!! 이번에는 좀 더 한국적인 빈대떡으로 탄생시켜보자 김치를 첨가하여 보았습니다. ,1780,2,30,3,1,90
6335,삼치조림,워낙 생선요리를 좋아라하는 저.아이들두 그렇구요. 중딩뇨석 아침상 30분 요리입니다,4144,3,19,2,1,30
6336,베이컨배추전,속노란 배추와 함께 아이들이 좋아하는 베이컨을 넣고 만들어 본 배추전 이에요. 길게 배추잎대로 부치기도 하는데 이번에는 배.추를 잘게 썰어서 부쳤더니 먹기도 간편하고 베이.컨의 감칠맛이 좋아서 아이들 간식으로도 좋더라구요. 김장 하고 한포기 가져다가 반죽해서 카레가로 송송 뿌려 넣어 부친 아삭아삭하면서 달큰한 전이랍니다.,10979,4,238,4,1,30
6404,노루궁뎅이버섯오리불고기,오리로스와 노루궁뎅이를 넣고 매콤불고기 만들어 봅니다,2808,1,19,3,1,10
6337,오징어초무침,새콤달콤 매콤 입맛 돋우는 반찬 오징어초무침! 겨울이 되니까 주로 묵직한 음식을 즐겨 먹게 되는데 그럴때 가끔씩 이런 초무침을 먹으면 기분 전환도 되고 입맛도 살고 좋더라고요~ 손질해둔 오징어는 간단한 양념으로 휘리릭 무치기만 하면 되는 쉽고 간단한 반찬이랍니다,8869,12,253,4,1,15
6338,안동찜닭,백종원님의 레시피대로 요리해보았어요^^ ,163841,163,1215,3,1,60
6339,수육,수육 만들기 어렵지 않아요~ 신선한 돼지고기만 준비된다면 별다른 재료 없이 그냥 물과 함께 삶아 숭덤숭덤 잘라 김장김치에 싸먹음 정말 맛나지요.,9263,10,78,4,1,60
6340,가리비치즈구이,지난번 가리비찜 해먹었을때 가장 큰 8개는 남겨서 가리비 치즈 버터 구이를 먹었었거든요 ㅎㅎ 확실히 치즈랑 먹으니 맛이기가 막히더라구요 ㅎ,18571,9,155,2,1,60
6341,잡채,탱글하게 당면 삶고 치솟던 몸값도 이젠 진정된 시금치도  듬뿍 넣고요. 새송이버섯도 넣어  쫀득한 잡채요리를 만들었네요. ,5225,33,127,6,1,30
6342,양배추쌈,안녕하세요. 초이맘이에요^^  위를 건강하게 해준다는 양배추쌈으로 한 끼 식사를 해결하기 위에  양배추를 커피포트에 물을 끓여 양배추에 부어서 살짝 데쳐  간단하게 된장 쌈 싸 먹었어요.    위가 정말 건강해질까요?!!,98711,260,992,2,1,10
6343,녹두전,안녕하세요~불량엄마 소자매마미예요. 친정엄마가 잔뜩 가져다준 녹두가 있었는데 불량엄마는 녹두전을 만들어본 적이 없어요. 그래서 친정엄마 다니러 오셨을 때 기회 삼아 배워봤어요. 왠지 그냥 어려울 것 같고 손이 많이 갈 것 같아서 안 해 먹었는데~ 배우고 나니 생각보다 어렵지 않더라고요. 불량엄마가하면~누구나~할 수 있다는 거!!!! 그럼 추운한 따뜻한 방구석에서 고소한 기름냄새 폴폴 풍기면 먹을 수 있는 녹두전 만들러 가볼까요?,94851,8,663,4,1,30
6344,낙지볶음,독한 항생제를 너무 많이 먹어 면연력이 없고 힘든 우리 막내를 위해 낙지 볶음을 해봤습니다. 우리 막내는 낙지나 오징어를 특히 좋아 하거든요.ㅎ 따뜻한 밥에 낙지 한점 얹져 맛있게 먹었답니다. 사랑 하는 우리 아들♡ 앉아서 밥도 먹을수 있게 해주셔서 감사합니다.  ,9184,16,87,4,3,60
6345,꽁치시래기조림,통조림꽁치를 이용해서 시원하고 칼칼한 꽁치시래기조림이면 오늘의 밥상은 끝!!,21080,10,728,2,1,30
6346,삼겹살김치말이찜,집들이때 메인 메뉴를 뭐로 할까 하다가. 피키캐스트를 보는데 삼겹살 김치말이 찜 만드는게 나옵니다. 간단해서 만들어 봅니다. ,473663,316,32571,4,1,30
6347,LA돼지갈비구이,아침 식탁 위에 고기가 올라오면 너무나도 좋아하는 가시장미네 시커먼 두 녀석들! 요즈음 제가 병원 때문에 자주 집을 비워서 미안한 마음 가득이었었는데  며칠 전 큰 녀석이 갈비가 먹고 싶다고 하길래 두 녀석들을 위해 전날 밤에 미리 재워 아침에 오븐으로 편하게 구워줬어요.,24521,6,129,3,1,120
6348,닭찜,닭과 가는 인삼을 듬뿍 넣어 찜으로 만든 요리!!!,675,1,11,3,1,60
6349,인삼불고기,날씨가 너무 춥네요. 몸 든든하게 인삼이랑 소고기로 몸보신 하는 것도 좋을 것 같아요. 인삼은 원기회복  면역력 증진  자양강장  항암 효과에 좋다고합니다.,1518,1,26,4,1,30
6350,닭모래집튀김,저희집이 어지간히 육식을 좋아하나봐요.  남편이 큰딸도 챙기라면서 닭모래집을 사왔어요.  전 닭똥집을 그닥 안좋아하지만 그렇다고 안좋아한다고 요리를 안할수는 없잖아요.  주말에 부랴부랴 해줬어요.  고기 고기를 외치는 큰딸에게 닭모래집튀김을 만들어줬어요.  제가 그나마 닭똥집튀김은 먹을수 있어서요. ㅎㅎ  닭튀김만큼이나 맛있게 먹는 우리 딸 공부하느라 애쓴다!     파는것 만큼 맛있게 먹는 우리딸을 보고 흐뭇하게 미소를 지어봤어요. ,11056,11,95,3,3,60
6351,임연수구이,양념장을 올려서 만든 임연수구이입니다. ,10001,2,98,2,1,30
6352,닭안심롤,인삼이 들어가는 음식하면 삼계탕 인삼절편 인삼튀김이 제일 먼저 생각 나요. 좀 색다른 음식을 만들고파 인삼이랑 궁합이 가장 잘 맞는 재료를 찾아 보았네요. 닭 사과 꿀 대추 우유 돼지고기등이 있더라구요. 그래서 이왕이면 인삼이랑 궁합이 잘맞는 재료를 넣고 메인메뉴가 될 수 있게 만들어 보았어요. 맛은 무지 담백해요. 대추가 까끌해서 겉돌면 어쩌지 했는데...푹 익어서 향만 살짝났고 인삼향이 은은하게 배여서 마지막으로 뿌린 발사믹드레싱이랑 잘 어울렸어요.,1138,0,13,2,2,30
